DIRECTORIO;P6040;P404;P3503;P3271;P400;FEX_C
7982897;9;2;2;2;3;21.072.838.805
7982908;7;2;2;1;3;3.631.551.342
7982917;5;2;2;1;3;34.780.879.732
7982928;7;2;2;1;3;48.306.777.405
7982939;8;2;2;2;3;13.564.536.835
7982943;9;2;2;1;3;18.604.765.434
7982944;11;2;2;1;3;29.611.835.134
7982947;10;2;2;1;3;126.464.407
7982949;5;2;2;1;3;24.227.865.109
7982956;16;2;2;1;3;26.842.493.776
7982960;10;2;2;1;3;15.222.080.809
7982962;16;2;2;2;3;19.043.424.813
7982964;17;2;2;1;3;54.838.848.863
7982964;7;2;2;1;3;54.838.848.863
7982966;14;2;2;2;3;38.131.433.092
7982966;7;2;2;2;3;38.131.433.092
7982968;17;2;2;2;3;29.757.051.266
7982969;7;2;2;2;3;47.491.332.046
7982972;7;2;2;2;3;25.367.377.296
7982973;8;2;2;2;3;21.449.615.361
7982974;10;2;2;2;3;34.201.879.092
7982974;5;2;2;2;3;34.201.879.092
7982974;5;2;2;2;3;34.201.879.092
7982980;9;2;2;1;3;48.772.880.124
7982980;5;2;2;2;3;48.772.880.124
7982984;16;2;2;1;3;33.545.896.395
7982984;13;2;2;2;3;33.545.896.395
7982988;11;2;2;2;3;20.288.220.813
7982988;6;2;2;1;3;20.288.220.813
7982988;6;2;2;2;3;20.288.220.813
7982991;15;2;2;2;3;34.977.214.889
7982993;10;2;2;2;3;47.664.291.365
7982993;6;2;2;2;3;47.664.291.365
7982995;15;2;2;2;3;73.891.690.319
7983010;17;2;2;1;3;53.975.391.489
7983025;14;2;2;2;3;67.853.055.497
7983025;13;2;2;1;3;67.853.055.497
7983032;15;2;2;2;3;80.488.407.643
7983034;10;2;2;2;3;41.123.063.937
7983034;9;2;2;1;3;41.123.063.937
7983038;9;2;2;2;3;48.772.880.124
7983042;15;2;2;1;3;43.247.071.796
7983044;17;;2;2;1;35.521.111.184
7983044;5;2;2;1;3;35.521.111.184
7983046;12;2;2;2;3;39.724.594.511
7983047;11;2;2;1;3;31.663.606.991
7983050;17;2;2;2;3;26.076.537.489
7983050;6;2;2;2;3;26.076.537.489
7983053;10;2;2;1;3;42.051.618.175
7983062;13;2;2;2;3;41.369.359.886
7983064;11;2;2;1;3;67.944.564.307
7983064;5;2;2;1;3;67.944.564.307
7983065;16;2;2;2;6;23.735.476.986
7983065;15;2;2;2;3;23.735.476.986
7983071;14;2;2;1;3;53.745.212.001
7983071;10;2;2;1;3;53.745.212.001
7983077;12;2;2;2;3;41.369.359.886
7983078;12;2;2;2;3;33.287.221.162
7983078;9;2;2;1;3;33.287.221.162
7983082;6;2;2;2;3;89.046.247.587
7983083;9;2;2;1;3;52.038.877.492
7983084;9;2;2;1;3;65.330.963.309
7983086;15;2;2;1;3;46.841.990.001
7983086;13;2;2;2;3;46.841.990.001
7983087;11;2;2;1;3;41.375.489.764
7983089;11;2;2;2;3;39.268.572.079
7983089;5;2;2;2;6;39.268.572.079
7983090;9;2;2;2;3;45.235.370.331
7983091;7;2;2;1;3;60.832.365.269
7983094;11;2;2;2;3;46.182.570.588
7983095;13;2;2;2;3;48.164.365.309
7983095;16;2;2;1;3;48.164.365.309
7983095;7;2;2;1;3;48.164.365.309
7983096;17;2;2;1;6;63.933.760.878
7983096;14;2;2;1;3;63.933.760.878
7983097;8;2;2;1;3;50.149.123.979
7983100;11;2;2;1;3;56.458.857.181
7983104;14;2;2;2;3;46.398.509.869
7983106;11;2;2;2;3;51.418.002.734
7983106;5;2;2;2;3;51.418.002.734
7983106;15;2;2;2;3;51.418.002.734
7983108;15;2;2;1;3;21.039.636.399
7983108;16;2;2;1;3;21.039.636.399
7983108;14;2;2;2;3;21.039.636.399
7983108;15;2;2;2;3;21.039.636.399
7983108;12;2;2;1;3;21.039.636.399
7983119;14;2;2;1;3;38.431.863.171
7983119;12;2;2;2;3;38.431.863.171
7983119;13;2;2;2;3;38.431.863.171
7983120;9;2;2;2;3;62.970.369.243
7983120;5;2;2;1;6;62.970.369.243
7983124;5;2;2;2;3;59.821.086.457
7983128;8;2;2;2;3;87.791.184.224
7983128;6;2;2;1;3;87.791.184.224
7983138;12;2;2;2;3;9.052.783.316
7983141;15;2;2;1;3;13.333.182.489
7983143;7;2;2;1;3;10.842.353.716
7983144;14;2;2;2;3;13.786.812.301
7983145;14;2;2;1;3;12.632.446.418
7983145;11;2;2;1;3;12.632.446.418
7983146;17;2;2;1;6;12.131.034.407
7983148;5;2;2;1;3;45.777.599.871
7983149;9;2;2;2;3;72.203.952.537
7983149;7;2;2;2;3;72.203.952.537
7983150;7;2;2;1;3;84.541.412.108
7983155;13;2;2;1;3;57.082.764.973
7983156;15;2;2;2;3;70.272.359.016
7983158;15;2;2;1;3;14.091.644.624
7983158;12;2;2;2;3;14.091.644.624
7983158;8;2;2;1;3;14.091.644.624
7983159;15;2;2;2;3;13.940.556.348
7983160;11;2;2;1;3;11.673.621.478
7983161;12;2;2;2;3;11.396.167.859
7983163;17;2;2;1;3;14.039.991.586
7983163;13;2;2;1;3;14.039.991.586
7983163;10;2;2;1;3;14.039.991.586
7983166;14;2;2;1;3;15.300.092.524
7983166;12;2;2;2;3;15.300.092.524
7983166;10;2;2;1;3;15.300.092.524
7983167;11;2;2;1;3;12.905.054.942
7983167;6;2;2;1;3;12.905.054.942
7983168;9;2;2;1;3;11.485.084.884
7983168;5;2;2;2;3;11.485.084.884
7983172;12;2;2;2;3;13.399.218.259
7983172;11;2;2;1;3;13.399.218.259
7983172;9;2;2;1;3;13.399.218.259
7983172;6;2;2;2;3;13.399.218.259
7983176;5;2;2;1;3;89.895.599.071
7983177;15;2;2;2;3;14.510.704.719
7983184;11;2;2;2;3;65.604.576.424
7983184;6;2;2;2;3;65.604.576.424
7983188;11;2;2;1;3;6.392.575.934
7983189;9;2;2;2;3;75.156.785.139
7983191;15;2;2;1;3;75.668.877.031
7983191;11;2;2;2;3;75.668.877.031
7983192;10;2;2;1;3;71.209.599.799
7983193;8;2;2;2;3;11.697.901.346
7983195;17;2;2;2;4;11.104.516.998
7983195;8;2;2;1;3;11.104.516.998
7983196;13;2;2;1;3;11.166.287.562
7983196;9;2;2;2;3;11.166.287.562
7983197;14;2;2;2;3;13.194.713.149
7983197;8;2;2;1;3;13.194.713.149
7983198;8;2;2;1;3;57.819.327.789
7983199;6;2;2;1;3;53.331.892.725
7983206;15;2;2;1;4;74.636.162.557
7983206;11;2;2;2;3;74.636.162.557
7983206;6;2;2;1;3;74.636.162.557
7983208;11;2;2;1;3;51.258.216.126
7983209;6;2;2;1;3;71.573.698.998
7983212;13;2;2;2;3;66.219.976.579
7983216;16;2;2;2;3;84.161.134.705
7983218;17;2;2;1;3;46.631.980.107
7983218;12;2;2;1;3;46.631.980.107
7983219;17;2;2;1;3;68.200.450.815
7983219;12;2;2;2;3;68.200.450.815
7983219;10;2;2;1;3;68.200.450.815
7983219;11;2;2;1;3;68.200.450.815
7983219;7;2;2;2;3;68.200.450.815
7983224;17;2;2;2;3;11.925.637.322
7983225;7;2;2;2;3;15.602.564.964
7983229;14;2;2;2;3;108.204.955
7983229;12;2;2;2;3;108.204.955
7983231;6;2;2;2;3;723.048.447
7983232;12;2;2;2;3;42.301.077.934
7983233;13;2;2;2;3;8.016.321.548
7983233;9;2;2;2;3;8.016.321.548
7983242;14;2;2;1;3;12.608.733.376
7983248;11;2;2;1;3;14.492.813.504
7983250;14;2;2;1;3;10.652.049.088
7983252;16;2;2;2;3;69.177.016.164
7983252;14;2;2;1;3;69.177.016.164
7983266;12;2;2;2;3;72.533.771.964
7983266;9;2;2;1;3;72.533.771.964
7983267;9;2;2;2;3;6.535.970.276
7983268;13;2;2;1;3;55.220.862.585
7983268;8;2;2;1;3;55.220.862.585
7983269;10;2;2;2;3;74.543.811.368
7983275;9;2;2;2;3;12.695.947.425
7983275;9;2;2;1;3;12.695.947.425
7983278;16;2;2;2;3;11.759.017.144
7983278;14;2;2;1;3;11.759.017.144
7983278;10;2;2;2;3;11.759.017.144
7983279;5;2;2;2;3;16.196.954.866
7983286;5;2;2;2;3;61.762.055.465
7983288;16;2;2;1;3;53.568.134.417
7983288;5;2;2;1;3;53.568.134.417
7983289;8;2;2;1;3;75.623.965.597
7983292;15;2;2;2;3;3.898.886.099
7983292;12;2;2;2;3;3.898.886.099
7983292;9;2;2;2;4;3.898.886.099
7983292;17;2;2;1;4;3.898.886.099
7983293;16;2;2;1;3;58.566.107.169
7983293;14;2;2;2;3;58.566.107.169
7983293;12;2;2;1;3;58.566.107.169
7983294;6;2;2;1;3;82.891.874.259
7983296;11;2;2;1;3;52.688.888.233
7983296;6;2;2;2;3;52.688.888.233
7983303;13;2;2;2;3;46.398.444.229
7983306;17;2;1;2;3;63.261.689.152
7983307;5;2;2;2;3;37.698.735.936
7983308;5;2;2;2;3;58.096.725.324
7983310;16;2;2;1;3;4.542.178.719
7983310;11;2;2;1;3;4.542.178.719
7983311;10;2;2;1;3;89.373.777.523
7983311;7;2;2;1;3;89.373.777.523
7983313;5;2;2;1;3;64.331.620.633
7983314;7;2;2;2;3;37.698.735.936
7983315;15;2;2;2;3;53.612.895.369
7983315;11;2;2;2;3;53.612.895.369
7983318;16;2;2;2;3;11.900.257.507
7983318;11;2;2;2;3;11.900.257.507
7983318;8;2;2;2;3;11.900.257.507
7983319;17;2;2;1;6;57.370.653.981
7983321;6;2;2;2;3;53.612.895.369
7983323;7;2;2;1;3;61.444.472.047
7983323;5;2;2;1;3;61.444.472.047
7983325;13;2;2;2;3;15.647.482.906
7983325;10;2;2;2;3;15.647.482.906
7983333;11;2;2;1;3;31.191.088.792
7983333;13;2;2;1;3;31.191.088.792
7983333;12;2;2;2;3;31.191.088.792
7983334;16;2;2;1;3;96.573.762.082
7983334;14;2;2;1;6;96.573.762.082
7983335;7;2;2;1;3;78.370.499.299
7983338;9;2;2;1;3;61.444.472.047
7983339;14;2;2;2;3;33.745.565.611
7983339;13;2;2;2;3;33.745.565.611
7983339;9;2;2;1;3;33.745.565.611
7983339;6;2;2;1;3;33.745.565.611
7983341;12;2;2;1;3;2.680.484.193
7983341;5;2;2;1;3;2.680.484.193
7983345;10;2;2;2;3;55.088.457.953
7983347;15;2;2;2;3;49.765.371.238
7983348;9;2;2;1;3;78.370.499.299
7983360;8;2;2;1;3;98.311.155.276
7983360;6;2;2;1;3;98.311.155.276
7983361;5;2;2;2;3;63.524.744.847
7983361;17;2;2;2;4;63.524.744.847
7983362;15;2;2;1;3;9.179.304.637
7983363;16;2;2;2;3;89.072.875.242
7983364;17;1;2;2;3;760.620.107
7983367;8;2;2;1;3;8.192.596.273
7983368;5;2;2;1;3;80.466.228.186
7983369;5;2;2;1;3;80.466.228.186
7983371;16;2;2;2;3;58.676.099.553
7983373;7;2;2;2;3;10.131.385.399
7983374;10;2;2;2;6;11.391.547.515
7983380;11;2;2;1;3;95.406.039.667
7983382;11;2;2;2;3;70.776.714.404
7983382;9;2;2;1;3;70.776.714.404
7983390;7;2;2;2;3;31.746.956.173
7983394;15;2;2;2;3;31.746.956.173
7983394;6;;2;1;5;31.746.956.173
7983395;6;2;2;2;3;38.137.179.631
7983398;8;2;2;2;3;93.768.588.025
7983398;8;2;2;2;3;93.768.588.025
7983402;17;2;2;2;4;71.491.481.284
7983406;16;2;2;1;3;84.458.093.174
7983411;7;2;2;2;3;49.427.069.376
7983412;10;2;2;2;3;70.041.279.441
7983413;6;2;2;2;3;70.041.279.441
7983415;13;2;2;2;3;70.041.279.441
7983417;6;2;2;2;3;10.412.216.635
7983419;11;2;2;1;3;24.504.079.923
7983419;6;2;2;1;3;24.504.079.923
7983425;15;2;2;2;3;19.230.532.014
7983425;14;2;2;2;3;19.230.532.014
7983426;12;2;2;2;3;12.130.990.093
7983427;11;2;2;2;3;11.693.423.172
7983429;17;2;2;1;4;14.792.745.284
7983429;12;2;2;1;3;14.792.745.284
7983430;8;2;2;1;3;12.313.552.367
7983433;10;2;2;1;3;154.172.409
7983437;14;2;2;1;3;10.886.097.572
7983437;6;2;2;2;3;10.886.097.572
7983442;15;2;2;1;3;26.927.512.903
7983443;8;2;2;1;3;16.855.116.871
7983446;6;2;2;1;3;13.672.679.879
7983446;6;2;2;1;3;13.672.679.879
7983447;13;2;2;1;3;12.823.944.816
7983447;17;2;2;1;3;12.823.944.816
7983448;11;2;2;1;3;12.346.029.788
7983450;7;2;2;2;3;15.216.422.398
7983457;9;2;2;1;3;19.619.495.178
7983457;7;2;2;1;3;19.619.495.178
7983463;11;2;2;1;3;33.342.425.676
7983467;9;2;2;1;3;14.600.996.116
7983472;10;2;2;2;3;25.534.333.749
7983472;15;2;2;2;3;25.534.333.749
7983475;8;2;2;2;3;1.501.210.024
7983479;13;2;2;2;3;17.752.492.798
7983486;17;2;2;2;3;21.935.694.186
7983486;14;2;2;2;3;21.935.694.186
7983487;8;2;2;2;3;21.181.093.813
7983493;6;2;2;2;3;21.181.093.813
7983494;11;2;2;1;3;23.465.886.616
7983503;11;2;2;2;3;21.148.209.618
7983503;9;2;2;1;3;21.148.209.618
7983506;5;2;2;2;3;18.428.988.576
7983507;11;2;2;1;3;17.909.021.756
7983507;6;2;2;2;3;17.909.021.756
7983508;15;2;2;2;3;27.490.678.229
7983508;7;2;2;1;3;27.490.678.229
7983509;6;2;2;2;3;20.306.539.145
7983511;16;2;2;1;3;23.327.746.661
7983511;14;2;2;2;3;23.327.746.661
7983511;12;2;2;2;3;23.327.746.661
7983512;6;2;2;1;3;1.564.392.441
7983518;12;2;2;1;3;13.343.119.539
7983519;12;2;2;1;3;15.238.021.054
7983520;8;2;2;1;3;25.259.740.082
7983521;7;2;2;1;3;26.648.406.867
7983522;16;2;2;1;3;3.061.264.849
7983522;13;2;2;1;3;3.061.264.849
7983522;10;2;2;1;3;3.061.264.849
7983522;5;2;2;2;3;3.061.264.849
7983523;6;2;2;1;3;25.636.274.773
7983524;15;2;2;2;3;23.603.518.608
7983524;10;2;2;2;3;23.603.518.608
7983525;11;2;2;1;4;27.430.128.239
7983525;9;2;2;2;3;27.430.128.239
7983525;6;2;2;1;3;27.430.128.239
7983528;13;2;2;2;3;12.234.248.629
7983532;6;2;2;1;3;1.564.392.441
7983536;15;2;2;2;3;21.582.047.969
7983536;6;2;2;1;3;21.582.047.969
7983538;13;2;2;1;3;18.808.466.212
7983538;8;2;2;1;3;18.808.466.212
7983540;11;2;2;2;3;17.876.013.688
7983540;8;2;2;2;3;17.876.013.688
7983541;15;2;2;2;3;16.661.456.929
7983545;15;2;2;2;3;14.539.776.761
7983549;16;2;2;1;6;15.653.440.175
7983562;15;2;2;2;3;25.773.906.765
7983562;11;2;2;2;3;25.773.906.765
7983562;7;2;2;1;3;25.773.906.765
7983563;15;2;2;1;3;28.579.222.008
7983566;9;2;2;2;3;24.883.205.391
7983566;7;2;2;2;3;24.883.205.391
7983568;11;2;2;1;3;27.443.601.908
7983572;5;2;2;1;6;23.070.774.129
7983578;9;2;2;2;3;1.795.838.483
7983581;9;2;2;1;3;25.311.089.676
7983583;8;2;2;1;3;21.548.716.642
7983599;11;2;2;2;3;48.019.231.566
7983601;15;2;2;2;3;65.365.293.141
7983601;7;2;2;1;3;65.365.293.141
7983605;12;2;2;2;3;1.043.683.055
7983605;10;;2;1;5;1.043.683.055
7983606;7;2;2;2;3;99.366.323.396
7983607;15;2;2;2;3;76.466.034.892
7983609;5;2;2;1;3;60.643.616.716
7983610;12;2;2;2;3;76.686.404.084
7983612;9;2;2;2;3;76.644.726.752
7983620;9;2;2;2;3;10.893.300.859
7983632;13;2;2;1;3;80.203.739.682
7983636;17;;2;2;1;75.196.188.419
7983637;8;2;2;2;3;85.438.274.693
7983640;16;2;2;1;3;12.442.178.971
7983640;12;2;2;2;3;12.442.178.971
7983640;5;2;2;2;6;12.442.178.971
7983647;7;2;2;1;3;91.647.479.563
7983653;11;2;2;2;3;69.181.810.334
7983658;11;2;2;1;3;10.997.697.548
7983662;15;2;2;1;3;10.027.874.446
7983662;12;2;2;1;3;10.027.874.446
7983664;7;2;2;2;3;12.762.428.662
7983664;6;2;2;1;3;12.762.428.662
7983666;17;;2;2;1;68.536.973.421
7983667;11;2;2;1;3;78.874.803.775
7983670;9;2;2;1;3;80.203.739.682
7983670;5;2;2;1;6;80.203.739.682
7983672;10;2;2;2;3;70.810.390.975
7983672;16;2;2;1;3;70.810.390.975
7983677;15;2;2;2;3;62.728.472.412
7983677;5;2;2;2;3;62.728.472.412
7983678;10;2;2;2;3;67.644.436.771
7983681;16;2;2;2;3;60.688.618.684
7983686;6;2;2;2;3;85.392.249.953
7983689;16;2;2;1;3;32.674.832.978
7983692;15;2;2;1;3;44.793.409.088
7983693;10;2;2;1;3;66.344.977.804
7983695;13;2;2;1;3;59.817.325.954
7983696;10;2;2;1;3;81.975.647.103
7983697;11;2;2;2;3;10.476.236.117
7983697;17;2;2;2;3;10.476.236.117
7983699;12;2;2;2;3;11.085.670.765
7983699;8;2;2;1;3;11.085.670.765
7983700;15;2;2;2;3;93.160.061.133
7983700;10;2;2;1;3;93.160.061.133
7983700;5;2;2;1;3;93.160.061.133
7983704;17;;2;1;1;12.759.516.519
7983704;10;2;2;2;3;12.759.516.519
7983704;17;2;2;2;4;12.759.516.519
7983706;6;2;2;2;3;60.107.025.521
7983707;8;2;2;2;3;86.845.540.532
7983708;13;2;2;2;3;72.622.005.729
7983711;13;2;2;2;3;84.538.327.454
7983711;13;2;2;1;3;84.538.327.454
7983715;11;2;2;2;3;96.077.039.827
7983715;11;2;2;2;3;96.077.039.827
7983715;10;2;2;2;3;96.077.039.827
7983719;6;2;2;2;3;10.767.499.298
7983724;17;2;2;1;4;11.928.113.164
7983724;15;2;2;1;4;11.928.113.164
7983724;13;2;2;2;3;11.928.113.164
7983726;17;2;2;1;3;75.705.998.064
7983731;12;2;2;1;3;10.997.697.548
7983731;10;2;2;1;3;10.997.697.548
7983736;7;2;2;2;3;61.311.997.895
7983737;12;2;2;1;3;49.617.504.586
7983738;16;2;2;1;3;47.459.622.768
7983738;16;2;2;1;3;47.459.622.768
7983740;11;2;2;2;3;31.732.189.728
7983744;16;2;2;2;3;23.825.985.378
7983747;11;2;2;1;3;35.187.329.827
7983748;17;2;2;2;3;33.505.291.938
7983750;17;2;2;2;3;26.698.127.316
7983750;14;2;2;2;3;26.698.127.316
7983751;13;2;2;1;3;30.301.692.814
7983751;7;2;2;1;3;30.301.692.814
7983751;5;2;2;2;3;30.301.692.814
7983754;12;2;2;1;3;24.494.887.097
7983756;11;2;2;2;3;33.082.161.303
7983756;8;2;2;1;3;33.082.161.303
7983760;12;2;2;1;3;46.521.789.333
7983760;8;2;2;2;3;46.521.789.333
7983763;9;2;2;2;3;34.278.277.135
7983764;16;2;2;1;3;25.143.471.579
7983764;15;2;2;1;3;25.143.471.579
7983768;5;2;2;1;6;26.829.649.476
7983771;8;2;2;1;3;26.829.649.476
7983773;6;2;2;1;3;30.605.148.186
7983774;12;2;2;1;3;27.989.006.968
7983775;13;2;2;1;3;14.254.559.749
7983775;16;2;2;1;6;14.254.559.749
7983775;15;2;2;1;6;14.254.559.749
7983777;8;2;2;1;6;28.052.949.759
7983779;17;2;2;2;3;42.923.438.757
7983779;15;2;2;1;3;42.923.438.757
7983780;15;2;2;1;3;20.386.424.857
7983781;15;2;2;2;3;17.368.225.925
7983782;14;2;2;2;3;39.930.887.563
7983782;10;2;2;1;3;39.930.887.563
7983783;13;2;2;1;3;13.502.475.746
7983786;13;2;2;1;3;61.936.172.927
7983786;7;2;2;1;3;61.936.172.927
7983788;15;2;2;2;3;23.360.861.402
7983788;14;2;2;2;3;23.360.861.402
7983802;7;2;2;2;3;69.782.683.999
7983802;5;2;2;1;6;69.782.683.999
7983808;8;2;2;2;3;36.076.472.808
7983811;14;2;2;2;6;17.401.908.517
7983812;11;2;2;2;3;2.894.689.114
7983812;6;2;2;1;3;2.894.689.114
7983818;12;2;2;2;3;54.275.420.888
7983818;9;2;2;1;3;54.275.420.888
7983819;17;2;2;1;4;46.861.409.548
7983819;14;2;2;1;3;46.861.409.548
7983819;7;2;2;1;3;46.861.409.548
7983825;11;2;2;2;3;39.930.887.563
7983825;7;2;2;1;3;39.930.887.563
7983825;6;2;2;2;3;39.930.887.563
7983827;10;2;2;2;3;31.886.045.471
7983834;10;2;2;2;3;68.261.342.738
7983843;14;2;2;1;3;42.061.708.017
7983843;13;2;2;2;3;42.061.708.017
7983843;10;2;2;1;3;42.061.708.017
7983846;13;2;2;2;3;36.771.446.497
7983846;11;2;2;1;3;36.771.446.497
7983848;17;;2;1;1;28.786.254.604
7983858;16;2;2;1;3;18.522.463.408
7983859;8;2;2;1;3;18.628.032.899
7983861;11;2;2;1;3;19.206.567.439
7983862;14;2;2;1;3;21.526.081.526
7983863;17;2;2;1;4;24.987.646.285
7983863;14;2;2;2;3;24.987.646.285
7983864;9;2;2;2;3;32.610.728.323
7983873;17;2;2;1;3;10.331.139.737
7983873;12;2;2;1;3;10.331.139.737
7983873;7;2;2;1;3;10.331.139.737
7983874;11;2;2;1;3;11.124.004.258
7983876;9;2;2;1;3;13.664.004.136
7983879;17;2;2;2;3;10.999.605.171
7983880;14;2;2;2;3;11.593.697.156
7983882;15;2;2;2;3;51.853.799.431
7983882;12;2;2;1;3;51.853.799.431
7983890;8;2;2;1;3;99.383.427.479
7983892;14;2;2;2;3;80.293.009.459
7983893;11;;2;1;5;57.326.360.757
7983894;14;2;2;2;3;11.074.644.425
7983896;11;2;2;1;3;6.440.638.996
7983897;14;2;2;2;3;58.136.491.357
7983904;17;2;2;1;3;9.784.252.549
7983905;17;2;2;2;3;8.220.369.682
7983905;14;2;2;1;3;8.220.369.682
7983905;16;2;2;1;3;8.220.369.682
7983906;15;2;2;2;3;82.828.311.732
7983913;9;2;2;2;3;16.607.251.665
7983913;5;2;2;1;3;16.607.251.665
7983913;6;2;2;2;3;16.607.251.665
7983917;12;2;2;2;3;877.106.295
7983917;6;2;2;1;3;877.106.295
7983918;15;2;2;1;3;61.986.838.425
7983918;12;2;2;1;3;61.986.838.425
7983918;9;2;2;1;3;61.986.838.425
7983920;10;2;2;2;3;94.940.014.805
7983925;12;2;2;2;3;65.606.800.978
7983927;5;2;2;1;3;94.555.446.232
7983928;15;2;2;1;3;82.426.958.827
7983929;10;2;2;2;3;933.856.326
7983929;8;2;2;2;3;933.856.326
7983935;15;2;2;1;3;10.596.545.137
7983935;14;2;2;2;3;10.596.545.137
7983935;10;2;2;1;3;10.596.545.137
7983937;5;2;2;2;3;11.326.340.889
7983938;16;2;2;1;3;10.819.083.817
7983939;17;2;2;1;3;10.124.636.578
7983941;15;2;2;1;3;95.711.176.538
7983942;11;2;2;1;3;10.671.471.246
7983945;8;2;2;1;6;61.518.071.488
7983946;15;2;2;2;3;69.304.195.644
7983946;8;2;2;2;3;69.304.195.644
7983950;6;2;2;2;3;56.811.253.898
7983952;7;2;2;1;3;62.475.245.654
7983953;16;2;2;1;3;48.484.473.755
7983953;8;2;2;1;3;48.484.473.755
7983954;5;2;2;2;6;55.571.411.037
7983955;12;2;2;1;3;89.137.633.994
7983955;9;2;2;2;4;89.137.633.994
7983955;6;2;2;2;3;89.137.633.994
7983957;17;2;2;1;4;92.096.014.017
7983957;13;2;2;2;3;92.096.014.017
7983958;14;2;2;1;3;10.147.649.506
7983958;12;2;2;2;3;10.147.649.506
7983960;7;2;2;1;3;98.380.801.581
7983960;5;2;2;2;3;98.380.801.581
7983961;16;2;2;2;4;56.574.716.236
7983962;17;2;2;2;3;9.801.593.384
7983962;14;2;2;2;3;9.801.593.384
7983966;6;2;2;2;3;11.074.644.425
7983967;15;2;2;1;3;70.550.776.873
7983967;13;2;2;1;3;70.550.776.873
7983967;10;2;2;1;3;70.550.776.873
7983968;7;2;2;2;6;82.189.876.047
7983968;5;2;2;2;6;82.189.876.047
7983971;13;2;2;2;3;99.880.980.326
7983973;17;2;2;1;3;89.213.219.253
7983973;15;2;2;2;3;89.213.219.253
7983974;10;2;2;1;3;88.919.305.458
7983974;7;2;2;1;3;88.919.305.458
7983978;13;2;2;1;3;84.416.286.539
7983978;9;2;2;1;3;84.416.286.539
7983979;8;2;2;1;3;58.474.222.464
7983984;9;2;2;2;3;86.145.540.741
7983984;6;2;2;2;3;86.145.540.741
7983987;15;2;2;1;3;77.213.654.484
7983990;15;2;2;1;3;8.170.819.212
7983993;17;2;2;1;3;68.130.367.043
7983995;15;2;2;2;3;6.799.708.458
7983996;17;2;2;1;3;67.497.577.188
7984004;16;2;2;1;3;72.127.225.446
7984009;16;2;2;1;3;86.342.219.634
7984009;12;2;2;2;3;86.342.219.634
7984009;9;2;2;1;3;86.342.219.634
7984012;12;2;2;1;3;83.430.031.935
7984016;14;2;2;1;3;8.695.272.867
7984016;9;2;2;2;3;8.695.272.867
7984021;16;2;2;2;3;97.553.123.625
7984021;14;2;2;1;3;97.553.123.625
7984021;10;2;2;2;3;97.553.123.625
7984022;13;2;2;2;3;99.770.240.071
7984022;10;2;2;1;3;99.770.240.071
7984026;6;2;2;2;3;62.061.929.066
7984032;17;2;2;1;3;89.642.768.115
7984032;11;2;2;2;3;89.642.768.115
7984033;15;2;2;1;3;11.713.756.355
7984039;17;2;2;2;3;73.496.483.468
7984040;16;2;2;1;3;18.231.466.914
7984040;14;2;2;2;3;18.231.466.914
7984040;13;2;2;1;3;18.231.466.914
7984041;16;2;2;2;3;13.985.033.348
7984041;12;2;2;1;3;13.985.033.348
7984049;17;2;2;2;3;90.562.372.314
7984052;15;2;2;2;3;9.199.982.556
7984056;15;2;2;1;3;10.201.929.149
7984056;13;2;2;1;3;10.201.929.149
7984056;13;2;2;1;3;10.201.929.149
7984057;5;2;2;1;3;10.374.761.844
7984068;14;2;2;2;3;92.827.415.651
7984069;10;2;2;1;3;90.935.316.465
7984073;12;2;2;2;3;13.710.337.162
7984074;13;2;2;1;3;97.892.211.967
7984074;9;2;2;1;3;97.892.211.967
7984075;13;2;2;1;3;84.513.267.738
7984076;14;2;2;1;3;66.073.965.548
7984076;5;2;2;2;3;66.073.965.548
7984079;14;2;2;1;3;67.790.073.421
7984080;14;2;2;1;3;98.410.551.402
7984080;6;2;2;1;3;98.410.551.402
7984081;9;2;2;2;3;10.223.298.886
7984081;6;2;2;1;3;10.223.298.886
7984082;13;2;2;1;3;10.360.372.615
7984083;8;2;2;2;3;59.896.852.625
7984090;6;2;2;1;3;89.872.859.801
7984091;10;2;2;1;3;11.160.620.175
7984092;11;2;2;1;3;72.748.253.172
7984099;8;2;2;2;3;84.388.559.683
7984103;17;2;2;1;3;12.015.227.534
7984110;7;2;2;1;3;12.185.786.081
7984113;12;2;2;1;3;76.474.892.015
7984113;11;2;2;2;3;76.474.892.015
7984117;15;2;2;2;3;17.145.620.808
7984122;10;2;2;2;3;87.746.157.836
7984124;15;2;2;1;3;96.798.566.034
7984127;8;2;2;2;3;12.516.494.769
7984130;13;2;2;1;3;81.841.784.819
7984135;17;2;2;2;4;82.799.843.004
7984137;15;2;1;2;3;88.319.832.537
7984138;17;;2;2;1;71.507.237.914
7984139;17;2;2;1;3;60.624.443.474
7984139;14;2;2;2;3;60.624.443.474
7984139;10;2;2;2;3;60.624.443.474
7984142;10;2;2;2;3;59.466.568.993
7984144;16;2;2;1;4;68.911.259.865
7984145;13;2;2;1;3;10.912.237.976
7984147;15;2;2;1;3;77.947.144.256
7984159;10;2;2;2;3;98.714.427.565
7984160;10;2;2;2;3;78.573.548.206
7984165;14;2;2;2;3;98.714.427.565
7984175;17;2;2;2;3;13.407.607.109
7984175;15;2;2;1;3;13.407.607.109
7984176;5;2;2;2;6;83.443.298.459
7984180;14;2;2;2;3;35.059.388.733
7984180;12;2;2;2;3;35.059.388.733
